iter	RMSE
153	2.553479859
154	2.549080824
155	2.545673884
156	2.544846113
157	2.542116277
158	2.539954926
159	2.53808514
160	2.535059716
161	2.533744159
162	2.532456118
163	2.531749162
164	2.529816744
165	2.526257371
166	2.523811049
167	2.523047838
168	2.522371081
169	2.519486476
170	2.518688277
171	2.518543462
172	2.515083128
173	2.514162307
174	2.51281179
175	2.509430471
176	2.508642521
177	2.507473102
178	2.507132163
179	2.506333855
180	2.506253713
181	2.505945494
182	2.502522123
183	2.499945712
184	2.499530303
185	2.499378182
186	2.498990219
187	2.497991517
188	2.497630011
189	2.49702279
190	2.49531793
191	2.495184816
192	2.492790925
193	2.49221272
194	2.491193545
195	2.487257947
196	2.487239149
197	2.48459764
198	2.481894887
199	2.480538901
200	2.480461702
201	2.479298473
202	2.478948744
203	2.478099653
204	2.477532085
205	2.476579056
206	2.475948937
207	2.473057999
208	2.473048654
209	2.471250051
210	2.470256993
211	2.467814269
212	2.466736101
213	2.465837801
214	2.465805177
215	2.465092622
216	2.465064323
217	2.46388883
218	2.462981192
219	2.462525986
220	2.460071387
221	2.459880533
222	2.459852104
223	2.458928109
224	2.458454714
225	2.456056973
226	2.455473221
227	2.454589931
228	2.454116544
229	2.453761794
230	2.45221664
231	2.45210451
232	2.451449193
233	2.45056661
234	2.448551929
235	2.448267314
236	2.447726748
237	2.447724983
238	2.447513596
239	2.446237593
240	2.444011583
241	2.442312218
242	2.439300128
243	2.439007287
244	2.438474531
245	2.438455517
246	2.436990892
247	2.436892909
248	2.436419462
249	2.43546931
250	2.433365806
251	2.432616555
252	2.432604961
253	2.431594291
254	2.430747298
255	2.430431916
256	2.429318442
257	2.428546535
258	2.427616791
259	2.427459044
260	2.425105163
261	2.425104744
262	2.422932375
263	2.422023711
264	2.421231999
265	2.421230119
266	2.419985496
267	2.418721605
268	2.417772393
269	2.416766639
270	2.415687778
271	2.415686393
272	2.415665385
273	2.415643729
274	2.413852932
275	2.412546707
276	2.41215046
277	2.409779662
278	2.409562923
279	2.409004935
280	2.408412391
281	2.407850431
282	2.407215761
283	2.406522169
284	2.406521056
285	2.404588037
286	2.404051927
287	2.404051828
288	2.40327485
289	2.401386829
290	2.400154681
291	2.399710437
292	2.398508705
293	2.397853199
294	2.396028618
295	2.394412336
296	2.39397656
297	2.393896004
298	2.392973902
299	2.392647173
300	2.392342116
301	2.392342077
302	2.392324457
303	2.39143794
304	2.391437908
305	2.390745157
306	2.390745128
307	2.39063984
308	2.389635712
309	2.389635689
310	2.389635146
311	2.389635125
312	2.38877494
313	2.388425205
314	2.385973412
315	2.385643893
316	2.384529961
317	2.383363197
318	2.38300643
319	2.381317649
320	2.380206398
321	2.380189548
322	2.379758706
323	2.378565936
324	2.378547674
325	2.378547668
326	2.377610218
327	2.376478046
328	2.375736912
329	2.374568344
330	2.374375192
331	2.374341072
332	2.374321573
333	2.373428065
334	2.372842002
335	2.370923159
336	2.370826729
337	2.369526613
338	2.368666425
339	2.368501939
340	2.367399344
341	2.36681293
342	2.366797782
343	2.366315732
344	2.366160676
345	2.365391847
346	2.36477765
347	2.364777648
348	2.363945429
349	2.362876356
350	2.361804669
351	2.36138373
352	2.360558745
353	2.360355779
354	2.359283429
355	2.359282906
356	2.358108184
357	2.357666864
358	2.357653262
359	2.356939607
360	2.356012002
361	2.35565654
362	2.355656538
363	2.355656536
364	2.354660308
365	2.354041712
366	2.353535826
367	2.352917593
368	2.352905824
369	2.352033276
370	2.351495884
371	2.350852607
372	2.350249956
373	2.349449993
374	2.34944999
375	2.349449987
376	2.349337049
377	2.348630367
378	2.348579632
379	2.348567265
380	2.347935584
381	2.34718725
382	2.346533574
383	2.345670152
384	2.345154261
385	2.344457565
386	2.344457565
387	2.344201648
388	2.343251795
389	2.343251795
390	2.342402468
391	2.342402468
392	2.341283303
393	2.340798055
394	2.340731954
395	2.340313647
396	2.340313646
397	2.340313645
398	2.340313645
399	2.339430322
400	2.338758408
401	2.337932348
402	2.337200446
403	2.33578725
404	2.335369796
405	2.334742349
406	2.333747005
407	2.333534023
408	2.333240038
409	2.332867172
410	2.332456411
411	2.331969418
412	2.331689374
413	2.330892822
414	2.330202022
415	2.330190952
416	2.329786955
417	2.329017272
418	2.329017272
419	2.328540952
420	2.328087332
421	2.328087332
422	2.327086274
423	2.326677875
424	2.326550246
425	2.326154306
426	2.326037759
427	2.324784887
428	2.324727704
429	2.323961376
430	2.323598706
431	2.323172958
432	2.322018192
433	2.322009676
434	2.320768956
435	2.320768956
436	2.320317125
437	2.320314099
438	2.320153565
439	2.319644198
440	2.318855089
441	2.318370554
442	2.318370554
443	2.318169515
444	2.316849547
445	2.316477454
446	2.316186911
447	2.31503401
448	2.314749103
449	2.313141175
450	2.313135945
451	2.313129823
452	2.312841612
453	2.312154363
454	2.311953099
455	2.31150849
456	2.31096072
457	2.310851892
458	2.310810241
459	2.310308262
460	2.309157687
461	2.308804139
462	2.3086012
463	2.308020394
464	2.30802035
465	2.307162207
466	2.307069531
467	2.306917803
468	2.306471035
469	2.30632345
470	2.306265354
471	2.305658157
472	2.3047694
473	2.304095664
474	2.304095664
475	2.304095644
476	2.304086488
477	2.303998059
478	2.303732202
479	2.303328255
480	2.302908083
481	2.302773323
482	2.302714909
483	2.302434994
484	2.301809349
485	2.301076846
486	2.300674381
487	2.300487741
488	2.300487738
489	2.300450945
490	2.300450939
491	2.300148958
492	2.299751317
493	2.29958524
494	2.299229123
495	2.298672096
496	2.298156634
497	2.297601039
498	2.297577902
499	2.296884746
500	2.296425325
501	2.296425322
502	2.296204369
503	2.296148807
504	2.294734505
505	2.294637332
506	2.29432102
507	2.294268729
508	2.294174686
509	2.293860242
510	2.293852294
511	2.293526622
512	2.29330096
513	2.292755616
514	2.292453118
515	2.292372603
516	2.2923627
517	2.291957333
518	2.291957328
519	2.291451736
520	2.291240149
521	2.291222558
522	2.289848842
523	2.289351991
524	2.289183858
525	2.288693727
526	2.288658261
527	2.288468728
528	2.288447744
529	2.288419103
530	2.288403059
531	2.287688405
532	2.286965112
533	2.286956767
534	2.286956766
535	2.286562782
536	2.286298141
537	2.285782723
538	2.285763872
539	2.285564588
540	2.285425848
541	2.285408055
542	2.28540456
543	2.285227297
544	2.285210338
545	2.285092076
546	2.28506447
547	2.284821886
548	2.284821188
549	2.284489315
550	2.283847345
551	2.283831621
552	2.283777283
553	2.283770673
554	2.283754897
555	2.282982345
556	2.2821353
557	2.28190741
558	2.281542356
559	2.281542264
560	2.281496821
561	2.281483809
562	2.281415054
563	2.281415054
564	2.281240401
565	2.280754806
566	2.280499684
567	2.280480032
568	2.280341696
569	2.280309062
570	2.280024863
571	2.28000353
572	2.279915223
573	2.279413383
574	2.279395339
575	2.279375494
576	2.279369098
577	2.279208356
578	2.278161996
579	2.277697677
580	2.277697677
581	2.277674052
582	2.277592912
583	2.277195819
584	2.276571673
585	2.276538232
586	2.276535624
587	2.275216614
588	2.275159378
589	2.274809427
590	2.274807269
591	2.274774194
592	2.274769873
593	2.274117657
594	2.273941652
595	2.273825175
596	2.27373949
597	2.273436826
598	2.273199014
599	2.272864861
600	2.272171728
601	2.272166239
602	2.272134173
603	2.271092271
604	2.270984501
605	2.270782665
606	2.270749941
607	2.270573218
608	2.270567285
609	2.27013812
610	2.270135848
611	2.270133814
612	2.26943235
613	2.269430864
614	2.269428315
615	2.269387915
616	2.268913578
617	2.268452903
618	2.268318227
619	2.26831295
620	2.268052187
621	2.268047631
622	2.268008306
623	2.267742672
624	2.267703745
625	2.267467711
626	2.267428023
627	2.267421445
628	2.267123119
629	2.267121806
630	2.266898129
631	2.266898074
632	2.266893231
633	2.266529915
634	2.265266518
635	2.265159801
636	2.264915069
637	2.264905115
638	2.264900027
639	2.264898889
640	2.264898841
641	2.264703843
642	2.264328382
643	2.26423904
644	2.263717774
645	2.263292973
646	2.262621389
647	2.262546942
648	2.262537714
649	2.262536732
650	2.262202742
651	2.262199347
652	2.261917588
653	2.261697358
654	2.261643255
655	2.26162382
656	2.261623785
657	2.261566214
658	2.261557354
659	2.261554369
660	2.261553517
661	2.261552502
662	2.261013054
663	2.260611294
664	2.260552621
665	2.26055206
666	2.260534124
667	2.259903909
668	2.259903435
669	2.259332845
670	2.259332405
671	2.259282901
672	2.259282225
673	2.259281848
674	2.259222394
675	2.258756378
676	2.258673875
677	2.258549465
678	2.258546797
679	2.258436528
680	2.258267973
681	2.257757352
682	2.257738436
683	2.257737705
684	2.257588324
685	2.257339797
686	2.257291699
687	2.256878322
688	2.256872537
689	2.256846578
690	2.256593427
691	2.2565907
692	2.255408211
693	2.255398141
694	2.255352089
695	2.255349812
696	2.255171838
697	2.25477315
698	2.254772413
699	2.25477031
700	2.254768138
701	2.254628038
702	2.254612089
703	2.254284675
704	2.254278545
705	2.254128571
706	2.25287057
707	2.252828255
708	2.252411403
709	2.252231619
710	2.252029148
711	2.251923207
712	2.25126073
713	2.251258958
714	2.250781777
715	2.250635812
716	2.250627309
717	2.250415947
718	2.250415947
719	2.25041427
720	2.250095676
721	2.250095643
722	2.250094044
723	2.249987973
724	2.249674542
725	2.248468483
726	2.248076102
727	2.24773353
728	2.247499056
729	2.247339135
730	2.247284447
731	2.246916382
732	2.246914887
733	2.246775265
734	2.246773877
735	2.246714091
736	2.246712678
737	2.246711124
738	2.24669581
739	2.246347475
740	2.246335456
741	2.246154793
742	2.246153611
743	2.246088837
744	2.246082448
745	2.246081329
746	2.245936763
747	2.245698806
748	2.24546764
749	2.245465626
750	2.245452119
751	2.245423862
752	2.245078719
753	2.244786871
754	2.2442891
755	2.243807299
756	2.243806489
757	2.243703722
758	2.243641722
759	2.243640975
760	2.243283005
761	2.243269351
762	2.243246084
763	2.24322123
764	2.243200549
765	2.242773541
766	2.242547784
767	2.242239473
768	2.241964547
769	2.241723077
770	2.241431405
771	2.24130216
772	2.240878373
773	2.240869567
774	2.240843895
775	2.240637855
776	2.239889314
777	2.239801929
778	2.239797354
779	2.239773203
780	2.239533519
781	2.239443083
782	2.239429203
783	2.238968953
784	2.238944748
785	2.238113447
786	2.23808924
787	2.237858747
788	2.237858508
789	2.237842925
790	2.237604413
791	2.237604395
792	2.237286594
793	2.236797035
794	2.236797019
795	2.236795643
796	2.236795011
797	2.236637526
798	2.236489057
799	2.236322049
800	2.236280924
801	2.23627846
802	2.236034492
803	2.235727349
804	2.235696247
805	2.235695001
806	2.235479309
807	2.23506608
808	2.234534888
809	2.234428434
810	2.234427506
811	2.234381123
812	2.233906196
813	2.233866176
814	2.233318784
815	2.233041296
816	2.232974349
817	2.232607695
818	2.232605568
819	2.232602976
820	2.232572684
821	2.232404389
822	2.232403061
823	2.23221181
824	2.231706599
825	2.231704556
826	2.231591775
827	2.231577092
828	2.231417639
829	2.231415577
830	2.229842803
831	2.229327979
832	2.229323054
833	2.229052995
834	2.228000536
835	2.227876802
836	2.227874404
837	2.227756401
838	2.227723671
839	2.227403089
840	2.227402381
841	2.227045274
842	2.226994675
843	2.226768585
844	2.226743447
845	2.226743434
846	2.226269494
847	2.226267888
848	2.226012529
849	2.226010397
850	2.226008065
851	2.226004654
852	2.226004645
853	2.225851151
854	2.225349792
855	2.225349293
856	2.225248395
857	2.225248386
858	2.224096593
859	2.224096584
860	2.22391092
861	2.223908958
862	2.223761028
863	2.223564904
864	2.223183719
865	2.223183208
866	2.222884437
867	2.222520985
868	2.22251488
869	2.222514872
870	2.22251203
871	2.222512022
872	2.222027419
873	2.222023403
874	2.222018091
875	2.221777749
876	2.221777338
877	2.22154723
878	2.22141696
879	2.221411299
880	2.221410918
881	2.221410554
882	2.221220758
883	2.221065213
884	2.220664655
885	2.220041168
886	2.220034098
887	2.219918714
888	2.2199187
889	2.219349443
890	2.219332565
891	2.219305395
892	2.219230372
893	2.219116769
894	2.219093296
895	2.218786961
896	2.218726338
897	2.218679923
898	2.218433464
899	2.218420605
900	2.218129202
901	2.218060324
902	2.2174414
903	2.217197369
904	2.217011299
905	2.216847216
906	2.216827939
907	2.216822076
908	2.216732272
909	2.215889155
910	2.215886785
911	2.214980726
912	2.214713365
913	2.214698259
914	2.214626767
915	2.214608254
916	2.213564679
917	2.213535149
918	2.213390696
919	2.212972599
920	2.212939293
921	2.212720467
922	2.212591746
923	2.212577579
924	2.212575372
925	2.212574773
926	2.212251026
927	2.212240612
928	2.212239592
929	2.212197906
930	2.212190595
931	2.212182969
932	2.21217859
933	2.212172023
934	2.212143775
935	2.211780396
936	2.211330186
937	2.210917888
938	2.210896649
939	2.210887637
940	2.210501797
941	2.210149309
942	2.210147306
943	2.20969947
944	2.209422076
945	2.209247387
946	2.209241108
947	2.209230216
948	2.209047712
949	2.209042815
950	2.208787654
951	2.208685809
952	2.208684926
953	2.208680133
954	2.208653645
955	2.208631387
956	2.208618263
957	2.208055368
958	2.208044727
959	2.208040955
960	2.207893891
961	2.207893722
962	2.20764209
963	2.207386434
964	2.207383548
965	2.207201122
966	2.207029565
967	2.207028031
968	2.207027635
969	2.206760691
970	2.20676067
971	2.206724783
972	2.206722685
973	2.2057922
974	2.205669603
975	2.205528409
976	2.205149282
977	2.20503962
978	2.20481966
979	2.204796865
980	2.204753399
981	2.204673367
982	2.204653072
983	2.204302429
984	2.204115739
985	2.20407422
986	2.204042222
987	2.203848645
988	2.203847859
989	2.203672765
990	2.203512082
991	2.203507915
992	2.203440796
993	2.203202037
994	2.203199908
995	2.203114453
996	2.203094215
997	2.203037874
998	2.202983294
999	2.202684698
