iter	Passed	Remaining
682	46911	21773
683	46996	21711
684	47064	21642
685	47127	21571
686	47195	21502
687	47268	21435
688	47341	21369
689	47427	21307
690	47511	21245
691	47597	21184
692	47663	21115
693	47739	21049
694	47805	20979
695	47851	20900
696	47941	20840
697	48025	20778
698	48095	20710
699	48179	20648
700	48263	20586
701	48341	20521
702	48425	20458
703	48511	20396
704	48579	20327
705	48661	20264
706	48725	20193
707	48825	20137
708	48907	20073
709	48951	19994
710	49039	19933
711	49107	19863
712	49165	19790
713	49239	19723
714	49306	19653
715	49378	19585
716	49461	19522
717	49560	19465
718	49616	19391
719	49690	19324
720	49787	19265
721	49875	19204
722	49941	19133
723	50008	19063
724	50092	19000
725	50190	18942
726	50259	18873
727	50322	18801
728	50410	18739
729	50490	18674
730	50574	18610
731	50658	18546
732	50720	18475
733	50789	18406
734	50873	18341
735	50935	18270
736	51004	18201
737	51063	18128
738	51137	18060
739	51188	17985
740	51272	17921
741	51357	17857
742	51419	17785
743	51488	17716
744	51557	17647
745	51619	17575
746	51688	17506
747	51787	17447
748	51864	17380
749	51935	17311
750	52003	17242
751	52087	17177
752	52156	17108
753	52218	17036
754	52317	16977
755	52387	16908
756	52470	16843
757	52526	16769
758	52582	16696
759	52632	16620
760	52682	16545
761	52755	16477
762	52833	16410
763	52911	16344
764	52983	16275
765	53055	16207
766	53170	16152
767	53256	16087
768	53315	16015
769	53362	15939
770	53431	15869
771	53500	15800
772	53568	15730
773	53630	15659
774	53689	15587
775	53725	15508
776	53815	15445
777	53916	15384
778	53998	15319
779	54054	15246
780	54129	15178
781	54214	15113
782	54282	15043
783	54353	14974
784	54428	14907
785	54498	14837
786	54553	14764
787	54628	14697
788	54697	14627
789	54765	14558
790	54828	14486
791	54897	14417
792	54968	14348
793	55050	14282
794	55112	14211
795	55181	14142
796	55265	14076
797	55327	14005
798	55398	13936
799	55480	13870
800	55549	13800
801	55611	13729
802	55671	13657
803	55731	13586
804	55795	13515
805	55849	13442
806	55950	13381
807	56025	13313
808	56094	13243
809	56153	13171
810	56225	13103
811	56294	13033
812	56362	12964
813	56425	12893
814	56482	12821
815	56548	12751
816	56647	12688
817	56709	12617
818	56793	12551
819	56878	12485
820	56947	12416
821	57024	12348
822	57093	12278
823	57177	12212
824	57246	12143
825	57323	12075
826	57392	12005
827	57448	11933
828	57536	11868
829	57587	11795
830	57675	11729
831	57744	11659
832	57806	11589
833	57875	11519
834	57944	11450
835	58006	11379
836	58123	11319
837	58189	11249
838	58249	11177
839	58321	11108
840	58391	11039
841	58474	10972
842	58543	10903
843	58622	10835
844	58690	10765
845	58766	10697
846	58828	10626
847	58904	10558
848	58989	10491
849	59057	10421
850	59142	10355
851	59200	10283
852	59304	10220
853	59372	10150
854	59442	10080
855	59495	10008
856	59545	9935
857	59620	9867
858	59687	9797
859	59771	9730
860	59840	9660
861	59904	9590
862	59987	9522
863	60042	9451
864	60136	9385
865	60201	9315
866	60270	9245
867	60340	9176
868	60417	9107
869	60486	9038
870	60570	8970
871	60639	8901
872	60690	8828
873	60769	8760
874	60838	8691
875	60901	8620
876	61002	8555
877	61086	8488
878	61170	8420
879	61253	8352
880	61315	8282
881	61399	8214
882	61484	8146
883	61554	8077
884	61608	8005
885	61663	7934
886	61738	7865
887	61817	7796
888	61900	7728
889	61982	7660
890	62051	7591
891	62113	7520
892	62207	7453
893	62285	7385
894	62368	7316
895	62451	7248
896	62536	7180
897	62613	7112
898	62673	7041
899	62724	6969
900	62799	6900
901	62883	6832
902	62966	6763
903	63037	6694
904	63111	6624
905	63196	6556
906	63280	6488
907	63335	6417
908	63412	6348
909	63480	6278
910	63560	6209
911	63608	6137
912	63679	6068
913	63779	6001
914	63865	5932
915	63935	5863
916	63972	5790
917	64034	5719
918	64109	5650
919	64178	5580
920	64264	5512
921	64347	5443
922	64431	5375
923	64508	5305
924	64577	5236
925	64655	5166
926	64702	5095
927	64792	5026
928	64861	4957
929	64931	4887
930	65006	4817
931	65091	4749
932	65171	4680
933	65261	4611
934	65360	4543
935	65444	4474
936	65527	4405
937	65594	4335
938	65675	4266
939	65758	4197
940	65827	4127
941	65905	4057
942	65968	3987
943	66030	3917
944	66106	3847
945	66170	3777
946	66232	3706
947	66285	3635
948	66372	3566
949	66475	3498
950	66557	3429
951	66626	3359
952	66702	3289
953	66786	3220
954	66856	3150
955	66929	3080
956	66994	3010
957	67041	2939
958	67125	2869
959	67189	2799
960	67270	2730
961	67379	2661
962	67453	2591
963	67524	2521
964	67563	2450
965	67624	2380
966	67660	2308
967	67721	2238
968	67767	2167
969	67852	2098
970	67923	2028
971	68002	1958
972	68067	1888
973	68129	1818
974	68191	1748
975	68250	1678
976	68327	1608
977	68408	1538
978	68518	1469
979	68596	1399
980	68665	1329
981	68733	1259
982	68800	1189
983	68880	1120
984	68942	1049
985	68994	979
986	69061	909
987	69103	839
988	69194	769
989	69263	699
990	69351	629
991	69452	560
992	69522	490
993	69593	420
994	69661	350
995	69731	280
996	69817	210
997	69881	140
998	69946	70
999	70016	0
